# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	968067	968834	+						24891578	JH146_RS04935	768		old_locus_tag=JH146_0968
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	968067	968834	+	WP_236953692.1	WP_236953692.1		site-specific DNA-methyltransferase		24891578	JH146_RS04935	768	255	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	968847	969218	-						70359830	JH146_RS08820	372		old_locus_tag=JH146_0969
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	968847	969218	-	WP_236953651.1	WP_236953651.1		MjaI family restriction endonuclease		70359830	JH146_RS08820	372	123	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	969191	969502	-						70359831	JH146_RS08825	312		old_locus_tag=JH146_0970
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	969191	969502	-	WP_236953652.1	WP_236953652.1		MjaI family restriction endonuclease		70359831	JH146_RS08825	312	103	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	969666	970250	+						24891580	JH146_RS04945	585		old_locus_tag=JH146_0971
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	969666	970250	+	WP_048201960.1	WP_048201960.1		50S ribosomal protein L15e		24891580	JH146_RS04945	585	194	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	970377	971045	+					rpsB	24891581	JH146_RS04950	669		old_locus_tag=JH146_0972
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	970377	971045	+	WP_048201961.1	WP_048201961.1		30S ribosomal protein S2	rpsB	24891581	JH146_RS04950	669	222	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	971083	971691	+						24891582	JH146_RS04955	609		old_locus_tag=JH146_0973
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	971083	971691	+	WP_048201962.1	WP_048201962.1		hypothetical protein		24891582	JH146_RS04955	609	202	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	971729	972406	+						24891583	JH146_RS04960	678		old_locus_tag=JH146_0974
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	971729	972406	+	WP_048201963.1	WP_048201963.1		30S ribosomal protein S3ae		24891583	JH146_RS04960	678	225	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	972427	973041	-						24891584	JH146_RS04965	615		old_locus_tag=JH146_0975
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	972427	973041	-	WP_048201964.1	WP_048201964.1		DJ-1/PfpI/YhbO family deglycase/protease		24891584	JH146_RS04965	615	204	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	973095	973904	+						24891585	JH146_RS04970	810		old_locus_tag=JH146_0976
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	973095	973904	+	WP_048201965.1	WP_048201965.1		HAD family hydrolase		24891585	JH146_RS04970	810	269	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	974951	975544	+						24891586	JH146_RS04975	594		old_locus_tag=JH146_0977
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	974951	975544	+	WP_048201966.1	WP_048201966.1		class I SAM-dependent methyltransferase		24891586	JH146_RS04975	594	197	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	975546	976280	+						24891587	JH146_RS04980	735		old_locus_tag=JH146_0978
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	975546	976280	+	WP_048201967.1	WP_048201967.1		Nif3-like dinuclear metal center hexameric protein		24891587	JH146_RS04980	735	244	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	976285	977052	-						24891588	JH146_RS04985	768		old_locus_tag=JH146_0979
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	976285	977052	-	WP_048201968.1	WP_048201968.1		DUF2226 domain-containing protein		24891588	JH146_RS04985	768	255	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	977305	977625	+						24891589	JH146_RS04990	321		old_locus_tag=JH146_0980
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	977305	977625	+	WP_048201969.1	WP_048201969.1		winged helix-turn-helix transcriptional regulator		24891589	JH146_RS04990	321	106	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	977719	978489	+						24891590	JH146_RS04995	771		old_locus_tag=JH146_0981
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	977719	978489	+	WP_048201970.1	WP_048201970.1		MinD/ParA family protein		24891590	JH146_RS04995	771	256	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	978520	979419	-						24891591	JH146_RS05000	900		old_locus_tag=JH146_0982
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	978520	979419	-	WP_048201971.1	WP_048201971.1		hypothetical protein		24891591	JH146_RS05000	900	299	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	979591	980019	+						24891592	JH146_RS05005	429		old_locus_tag=JH146_0983
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	979591	980019	+	WP_048201972.1	WP_048201972.1		CBS domain-containing protein		24891592	JH146_RS05005	429	142	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	980098	980997	+						24891593	JH146_RS05010	900		old_locus_tag=JH146_0984
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	980098	980997	+	WP_048201973.1	WP_048201973.1		DUF1743 domain-containing protein		24891593	JH146_RS05010	900	299	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	981149	981706	+						24891594	JH146_RS05015	558		old_locus_tag=JH146_0985
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	981149	981706	+	WP_048201974.1	WP_048201974.1		Era-like GTP-binding protein		24891594	JH146_RS05015	558	185	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	981711	982157	+					sepF	24891595	JH146_RS05020	447		old_locus_tag=JH146_0986
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	981711	982157	+	WP_048201975.1	WP_048201975.1		cell division protein SepF	sepF	24891595	JH146_RS05020	447	148	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	982331	982975	-						24891596	JH146_RS05025	645		old_locus_tag=JH146_0987
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	982331	982975	-	WP_048201976.1	WP_048201976.1		IS6 family transposase		24891596	JH146_RS05025	645	214	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	983038	983838	+						24891597	JH146_RS05030	801		old_locus_tag=JH146_0988
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	983038	983838	+	WP_048201977.1	WP_048201977.1		indole-3-glycerol-phosphate synthase		24891597	JH146_RS05030	801	266	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	983840	984256	-						24891598	JH146_RS05035	417		old_locus_tag=JH146_0989
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	983840	984256	-	WP_052352076.1	WP_052352076.1		hypothetical protein		24891598	JH146_RS05035	417	138	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	984378	986093	-						24891599	JH146_RS05040	1716		old_locus_tag=JH146_0990
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	984378	986093	-	WP_048201978.1	WP_048201978.1		bifunctional NADP phosphatase/NAD kinase		24891599	JH146_RS05040	1716	571	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	986178	986447	+						24891600	JH146_RS05045	270		old_locus_tag=JH146_0991
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	986178	986447	+	WP_048201979.1	WP_048201979.1		PRC-barrel domain-containing protein		24891600	JH146_RS05045	270	89	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	986575	987219	+						24891601	JH146_RS05050	645		old_locus_tag=JH146_0992
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	986575	987219	+	WP_048201980.1	WP_048201980.1		IS6 family transposase		24891601	JH146_RS05050	645	214	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	987245	988048	+						24891602	JH146_RS05055	804		old_locus_tag=JH146_0993
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	987245	988048	+	WP_048201981.1	WP_048201981.1		aspartate dehydrogenase		24891602	JH146_RS05055	804	267	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	988061	988219	+						55593178	JH146_RS08715	159		
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	988061	988219	+	WP_173400822.1	WP_173400822.1		hypothetical protein		55593178	JH146_RS08715	159	52	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	988397	992389	+						25399203	JH146_RS08490	3993		old_locus_tag=JH146_0994
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	988397	992389	+	WP_052352077.1	WP_052352077.1		AAA domain-containing protein		25399203	JH146_RS08490	3993	1330	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	992400	993596	+					coaBC	24891604	JH146_RS05065	1197		old_locus_tag=JH146_0995
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	992400	993596	+	WP_048201982.1	WP_048201982.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC	24891604	JH146_RS05065	1197	398	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	993593	993754	+						24891605	JH146_RS05070	162		old_locus_tag=JH146_0996
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	993593	993754	+	WP_048201983.1	WP_048201983.1		preprotein translocase subunit Sec61beta		24891605	JH146_RS05070	162	53	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	993756	994475	-						24891606	JH146_RS05075	720		old_locus_tag=JH146_0997
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	993756	994475	-	WP_048201984.1	WP_048201984.1		metallophosphatase family protein		24891606	JH146_RS05075	720	239	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	994618	995712	+						24891607	JH146_RS05080	1095		old_locus_tag=JH146_0998
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	994618	995712	+	WP_048201985.1	WP_048201985.1		ATP-binding protein		24891607	JH146_RS05080	1095	364	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	995874	996671	+						24891608	JH146_RS05085	798		old_locus_tag=JH146_0999
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	995874	996671	+	WP_081874474.1	WP_081874474.1		VWA domain-containing protein		24891608	JH146_RS05085	798	265	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	996672	1000358	-					cobN	24891609	JH146_RS05090	3687		old_locus_tag=JH146_1000
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	996672	1000358	-	WP_048201987.1	WP_048201987.1		cobaltochelatase subunit CobN	cobN	24891609	JH146_RS05090	3687	1228	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1000471	1001316	+						24891610	JH146_RS05095	846		old_locus_tag=JH146_1001
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1000471	1001316	+	WP_048201988.1	WP_048201988.1		radical SAM protein		24891610	JH146_RS05095	846	281	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1001327	1002424	-						24891611	JH146_RS05100	1098		old_locus_tag=JH146_1002
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1001327	1002424	-	WP_048201989.1	WP_048201989.1		methyltransferase domain-containing protein		24891611	JH146_RS05100	1098	365	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1002427	1002762	-						24891612	JH146_RS05105	336		old_locus_tag=JH146_1003
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1002427	1002762	-	WP_048201990.1	WP_048201990.1		helix-turn-helix domain-containing protein		24891612	JH146_RS05105	336	111	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1002832	1005411	-						24891613	JH146_RS05110	2580		old_locus_tag=JH146_1004
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1002832	1005411	-	WP_048201991.1	WP_048201991.1		hypothetical protein		24891613	JH146_RS05110	2580	859	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1005671	1006378	+					flaK	24891614	JH146_RS05115	708		old_locus_tag=JH146_1005
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1005671	1006378	+	WP_048201992.1	WP_048201992.1		preflagellin peptidase FlaK	flaK	24891614	JH146_RS05115	708	235	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1006390	1008069	-					flaJ	24891615	JH146_RS05120	1680		old_locus_tag=JH146_1006
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1006390	1008069	-	WP_048201993.1	WP_048201993.1		archaellar assembly protein FlaJ	flaJ	24891615	JH146_RS05120	1680	559	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1008080	1009723	-						24891616	JH146_RS05125	1644		old_locus_tag=JH146_1007
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1008080	1009723	-	WP_048201994.1	WP_048201994.1		type II/IV secretion system ATPase subunit		24891616	JH146_RS05125	1644	547	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1009745	1010437	-						24891617	JH146_RS05130	693		old_locus_tag=JH146_1008
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1009745	1010437	-	WP_048201995.1	WP_048201995.1		flagellar accessory protein FlaH		24891617	JH146_RS05130	693	230	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1010456	1010914	-						24891618	JH146_RS05135	459		old_locus_tag=JH146_1009
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1010456	1010914	-	WP_048201996.1	WP_048201996.1		flagellar protein G		24891618	JH146_RS05135	459	152	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1010990	1011373	-						24891619	JH146_RS05140	384		old_locus_tag=JH146_1010
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1010990	1011373	-	WP_236953693.1	WP_236953693.1		flagellar protein F		24891619	JH146_RS05140	384	127	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1011396	1011800	-						24891620	JH146_RS05145	405		old_locus_tag=JH146_1011
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1011396	1011800	-	WP_048201998.1	WP_048201998.1		flagellar protein E		24891620	JH146_RS05145	405	134	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1011916	1012857	-						24891621	JH146_RS05150	942		old_locus_tag=JH146_1012
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1011916	1012857	-	WP_048201999.1	WP_048201999.1		flagellar protein D		24891621	JH146_RS05150	942	313	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1012835	1013260	-						24891622	JH146_RS05155	426		old_locus_tag=JH146_1013
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1012835	1013260	-	WP_048202000.1	WP_048202000.1		flagellar protein C		24891622	JH146_RS05155	426	141	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1013472	1014155	-						24891623	JH146_RS05160	684		old_locus_tag=JH146_1014
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1013472	1014155	-	WP_173400823.1	WP_173400823.1		flagellin		24891623	JH146_RS05160	684	227	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1014218	1014889	-						24891624	JH146_RS05165	672		old_locus_tag=JH146_1015
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1014218	1014889	-	WP_048202001.1	WP_048202001.1		flagellin		24891624	JH146_RS05165	672	223	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1014944	1015591	-						24891625	JH146_RS05170	648		old_locus_tag=JH146_1016
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1014944	1015591	-	WP_048202002.1	WP_048202002.1		flagellin		24891625	JH146_RS05170	648	215	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1015938	1016282	+						24891626	JH146_RS05175	345		old_locus_tag=JH146_1017
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1015938	1016282	+	WP_048202003.1	WP_048202003.1		hypothetical protein		24891626	JH146_RS05175	345	114	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1016285	1017682	-						24891627	JH146_RS05180	1398		old_locus_tag=JH146_1018
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1016285	1017682	-	WP_048202004.1	WP_048202004.1		hypothetical protein		24891627	JH146_RS05180	1398	465	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1017770	1018390	+						24891628	JH146_RS05185	621		old_locus_tag=JH146_1019
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1017770	1018390	+	WP_048202005.1	WP_048202005.1		MBL fold metallo-hydrolase		24891628	JH146_RS05185	621	206	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1018415	1019074	+					cofC	24891629	JH146_RS05190	660		old_locus_tag=JH146_1020
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1018415	1019074	+	WP_048202006.1	WP_048202006.1		2-phospho-L-lactate guanylyltransferase	cofC	24891629	JH146_RS05190	660	219	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1019074	1020933	+						24891630	JH146_RS05195	1860		old_locus_tag=JH146_1021
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1019074	1020933	+	WP_048202007.1	WP_048202007.1		molybdopterin biosynthesis protein		24891630	JH146_RS05195	1860	619	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1021090	1023930	+						24891631	JH146_RS05200	2841		old_locus_tag=JH146_1022
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1021090	1023930	+	WP_048202008.1	WP_048202008.1		ribonuclease H-like domain-containing protein		24891631	JH146_RS05200	2841	946	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1023933	1025468	-						24891632	JH146_RS05205	1536		old_locus_tag=JH146_1023
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1023933	1025468	-	WP_048202009.1	WP_048202009.1		replication factor C large subunit		24891632	JH146_RS05205	1536	511	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1025488	1026498	-					trm5b	24891633	JH146_RS05210	1011		old_locus_tag=JH146_1024
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1025488	1026498	-	WP_048202010.1	WP_048202010.1		tRNA (guanine(37)-N1)-methyltransferase Trm5b	trm5b	24891633	JH146_RS05210	1011	336	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1026517	1027107	-						24891634	JH146_RS05215	591		old_locus_tag=JH146_1025
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1026517	1027107	-	WP_048202011.1	WP_048202011.1		class I SAM-dependent methyltransferase		24891634	JH146_RS05215	591	196	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1027326	1028240	+					argF	24891635	JH146_RS05220	915		old_locus_tag=JH146_1026
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1027326	1028240	+	WP_048202012.1	WP_048202012.1		ornithine carbamoyltransferase	argF	24891635	JH146_RS05220	915	304	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1028249	1029175	-						24891636	JH146_RS05225	927		old_locus_tag=JH146_1027
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1028249	1029175	-	WP_048202634.1	WP_048202634.1		hypothetical protein		24891636	JH146_RS05225	927	308	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1029206	1030045	-					nifH	24891637	JH146_RS05230	840		old_locus_tag=JH146_1028
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1029206	1030045	-	WP_048202013.1	WP_048202013.1		nitrogenase iron protein	nifH	24891637	JH146_RS05230	840	279	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1030081	1031034	-						24891638	JH146_RS05235	954		old_locus_tag=JH146_1029
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1030081	1031034	-	WP_048202014.1	WP_048202014.1		hypothetical protein		24891638	JH146_RS05235	954	317	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1031396	1033258	+					fsr	24891639	JH146_RS05240	1863		old_locus_tag=JH146_1030
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1031396	1033258	+	WP_048202015.1	WP_048202015.1		coenzyme F420-dependent sulfite reductase	fsr	24891639	JH146_RS05240	1863	620	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1033351	1034316	-					radA	24891640	JH146_RS05245	966		old_locus_tag=JH146_1031
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1033351	1034316	-	WP_173400855.1	WP_173400855.1		DNA repair and recombination protein RadA	radA	24891640	JH146_RS05245	966	321	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1034509	1034892	+						24891641	JH146_RS05250	384		old_locus_tag=JH146_1032
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1034509	1034892	+	WP_048202017.1	WP_048202017.1		CBS domain-containing protein		24891641	JH146_RS05250	384	127	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1035123	1036373	+						24891642	JH146_RS05255	1251		old_locus_tag=JH146_1033
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1035123	1036373	+	WP_048202018.1	WP_048202018.1		tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase		24891642	JH146_RS05255	1251	416	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1036363	1036752	-						24891643	JH146_RS05260	390		old_locus_tag=JH146_1034
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1036363	1036752	-	WP_048202019.1	WP_048202019.1		HIT family protein		24891643	JH146_RS05260	390	129	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1036895	1038217	-						24891644	JH146_RS05265	1323		old_locus_tag=JH146_1035
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1036895	1038217	-	WP_048202020.1	WP_048202020.1		TIGR04014 family B12-binding domain/radical SAM domain-containing protein		24891644	JH146_RS05265	1323	440	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1038393	1038953	+					hdrC	24891645	JH146_RS05270	561		old_locus_tag=JH146_1036
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1038393	1038953	+	WP_048202021.1	WP_048202021.1		CoB--CoM heterodisulfide reductase subunit C	hdrC	24891645	JH146_RS05270	561	186	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1038986	1039873	+					hdrB	24891646	JH146_RS05275	888		old_locus_tag=JH146_1037
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1038986	1039873	+	WP_048202022.1	WP_048202022.1		CoB--CoM heterodisulfide reductase subunit B	hdrB	24891646	JH146_RS05275	888	295	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1040038	1041117	+					fni	24891647	JH146_RS05280	1080		old_locus_tag=JH146_1038
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1040038	1041117	+	WP_048202023.1	WP_048202023.1		type 2 isopentenyl-diphosphate Delta-isomerase	fni	24891647	JH146_RS05280	1080	359	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1041278	1042624	+						24891648	JH146_RS05285	1347		old_locus_tag=JH146_1039
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1041278	1042624	+	WP_048202024.1	WP_048202024.1		RNase J family beta-CASP ribonuclease		24891648	JH146_RS05285	1347	448	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1042687	1043643	+						24891649	JH146_RS05290	957		old_locus_tag=JH146_1040
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1042687	1043643	+	WP_048202025.1	WP_048202025.1		polyprenyl synthetase family protein		24891649	JH146_RS05290	957	318	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	1043791	1044276	+						24891650	JH146_RS05295	486		old_locus_tag=JH146_1041
